x,vx,z,vz,phi,w,Control_1,Control_2
0.756947692,-1.8961244548,2.7238475389,1.5842865671,0.1910812087,-2.0778029723,0,0
-2.4516750544,1.4226371018,1.0005950791,1.2019564031,1.8884596717,2.743775956,0,0
3.1537935897,1.7118403994,9.5411712096,0.2248032225,3.0752430191,1.5151466453,0,0
-1.0873280259,1.3399682795,3.1879867836,-1.7504323951,-1.8049636972,1.3981346138,0,0
-4.7607742045,1.9836961033,8.0817699384,0.3725463141,-1.4762788817,2.7863414832,0,0
-0.6392284365,1.9169217384,8.2545248487,0.0196642792,-1.4362686104,-1.0810035745,0,0
-1.2669068502,0.7386672728,9.7365223319,0.6380387017,0.9574847024,0.3142078365,0,0
0.2408521182,1.4591696412,5.7329601807,-1.0604064773,3.0405345335,-0.2000632556,0,0
-3.0906349352,1.0363730232,0.6724127422,1.637738256,-0.0051961361,3.1028744606,0,0
-0.9339395065,0.0662799887,2.7868609773,0.285840085,0.3313446554,1.3455412251,0,0
4.961541045,1.0020200775,9.6042867427,-1.5884675643,-1.2911388698,2.7840799065,0,0
-0.1138061366,1.0817927999,1.8683667023,1.5361704344,-0.4159440717,-0.7245657686,0,0
4.9266948286,0.0575106577,3.7080237024,0.7003558882,-0.303873696,-2.6838718755,0,0
3.7593959938,0.842449773,7.8596868669,-1.8508082221,-0.0159325891,0.2224907627,0,0
0.1691219961,0.6583128637,4.4936606197,1.9277956203,0.1432583586,2.7528326597,0,0
-0.1217013607,-1.6110737807,0.3144064411,1.5522275199,1.7801901058,-0.5721726508,0,0
-0.2312116445,1.388746227,2.3734253337,-0.8966385689,1.723965352,-2.2594716922,0,0
4.7222539241,-1.0751711988,4.3892899477,-0.495512117,-1.4025729436,0.4264979181,0,0
0.364540394,0.4282663856,5.8695495025,0.3456505116,2.2465104261,-1.3976256729,0,0
3.7243358611,-0.9467434925,7.7892795985,0.5901663819,2.0599178805,-0.728795932,0,0
1.2514983011,0.5985687282,3.7833358607,-1.5025476368,2.4504770862,-0.6661934968,0,0
4.7363999296,-1.3137858087,2.7702721374,-1.3320076586,-1.1388785862,0.5577722747,0,0
2.7992340486,0.0296586179,8.5614630648,-0.5725418763,-0.7715903299,-1.3121788233,0,0
-2.5687238178,1.2882459911,9.4771345672,0.3183215833,1.040871781,-1.4753647118,0,0
0.2867618609,-1.3993363022,5.127054651,0.905108786,-0.4894579024,-0.8225896319,0,0
1.8282418125,-1.8151843417,5.5557787812,0.5975535509,2.4599062837,0.281528792,0,0
-1.7431231145,1.790654848,6.5971067225,-1.1073120182,2.2714349033,2.6507095413,0,0
2.2847093108,-0.2320552062,6.485213954,1.6824608442,0.0096211786,-0.2718685171,0,0
0.7827007939,0.7598456125,4.0192691354,-1.0988113603,-2.3538690793,1.1210935057,0,0
3.4583089617,0.5682949167,0.5510466582,0.8175207844,0.9014739689,-0.9327854771,0,0
4.6345828894,0.2720329641,4.5524782538,0.045255667,-1.4984288322,-0.7574467453,0,0
-1.6207504789,-0.2569968876,2.985622782,1.8915613552,1.4896755846,2.0780179772,0,0
2.5944078338,1.8788278657,2.2668501863,1.1796745708,0.4242438438,1.5670375405,0,0
-2.1354117233,0.2621280195,5.6621568617,0.8589698606,-2.1524923194,-1.684132133,0,0
1.3976458356,0.4366998281,8.195975759,-0.0837969815,2.4596987672,-0.7212109972,0,0
-3.2548006316,-1.5897758505,0.6258528044,0.5579349884,0.3265574179,-1.6589716158,0,0
1.1230479708,0.0836059098,6.2646627904,-1.3231152214,-0.3806547047,-0.1126912496,0,0
2.9404087402,0.382452061,9.1952581565,0.0262714953,-2.692870011,-2.8187776294,0,0
0.1222565093,-1.4613202436,2.0050864508,-1.770269153,-2.8120765385,2.5607457912,0,0
3.4729683723,-0.6190744048,4.172650041,0.1780251651,-1.3089074928,0.8549399163,0,0
2.9570821031,1.4555854216,1.4947655661,-1.0982761485,-1.6365566588,-1.1344024541,0,0
1.2516122605,0.4641493266,8.0205548506,1.5432916431,0.6400285831,-1.3980012984,0,0
4.2744557732,-1.6520759113,3.1107642126,1.2864624846,-0.9151381844,1.1906404981,0,0
0.2512781879,1.2039800613,3.1037016258,-1.2873628255,1.622459178,-2.5791043444,0,0
2.1233611944,0.6045007266,9.5978059084,1.4151112583,-2.2395471709,0.1758658677,0,0
-0.0719128868,-0.4447743364,8.6344148012,-0.0436657176,2.064443016,2.4520047698,0,0
4.5095893965,1.1172856097,1.7880964873,-0.9734317081,0.7977060499,-2.1214906995,0,0
0.7873889605,1.0435962701,5.8122867624,-0.4956845829,1.7424391887,1.5816536188,0,0
1.0391119752,1.7500362871,5.4211625239,-1.2320925612,3.0907702849,-2.2307249375,0,0
3.2380850792,0.2761151845,8.0086487005,1.8909221028,0.1788059077,1.2918428029,0,0
0.7697307703,0.5012451613,5.8023909631,-1.4424500857,-0.8599442649,-0.2603966263,0,0
-4.4744621235,-0.9450328273,0.1429547348,1.6537295055,0.7254478148,-1.401351821,0,0
-3.3767943647,-1.8439101322,4.0522998838,-1.0030375979,-2.5823159281,1.6353615383,0,0
-1.9278560724,-0.1018124836,4.3888509819,0.2019491316,-0.7517108778,1.8340391852,0,0
3.1163751784,1.2933741527,7.7853325269,1.4782439776,-2.1049008884,0.6973180149,0,0
3.0884132265,-0.9722197431,1.1279322751,-0.8043406891,0.1316043564,-2.6734238583,0,0
-2.7646292231,-0.2130671363,3.5462595047,-1.3258898622,-2.6822036561,-0.4296326657,0,0
2.3317551272,0.6135687044,5.6644844532,1.6851451329,2.7754046229,2.2201308561,0,0
-0.0130813523,1.1670708716,6.8760972491,-1.5916385273,-2.286659749,-0.9225366619,0,0
2.5668753226,-1.760449785,8.2385265896,0.2142745562,-0.7857051181,-0.6030668888,0,0
4.6150017264,-1.423366793,2.1266995789,1.5266752564,1.6536242081,0.6716631864,0,0
1.7955806518,-1.3459301159,0.8567532578,1.6992930189,-2.7426639505,-1.0023334536,0,0
-4.1049588052,1.1218126467,4.3417701249,-0.2573557005,-0.9942919803,-3.0519514515,0,0
-1.2479767194,1.9086359173,9.0486062058,1.4067688049,-2.8741859929,2.608443682,0,0
-4.9795261831,0.8161244778,7.8642976731,-0.0112441027,-0.7627278166,0.0608481657,0,0
4.9016365607,-0.9732982826,0.511346407,-0.6869097933,0.2566816455,-2.3629250875,0,0
-2.9009052563,0.8403044416,8.7276409049,0.3757770059,2.2722710148,1.3354198326,0,0
1.3847256608,0.4316836624,4.2212961175,-0.1914144674,-0.6462538048,1.0555138766,0,0
-1.9056492071,-0.9821644047,5.0265506816,0.0169250463,0.4608071041,0.759276384,0,0
-1.5991385015,1.9240923215,1.4042055969,1.0039535983,-1.5633392251,1.827515363,0,0
1.4922119697,-1.6832780269,5.4065430555,1.5581016469,-1.3643698925,-3.0047567069,0,0
4.1187624936,1.2521944825,1.1802020088,1.1014471498,-1.0743570969,-1.5283378024,0,0
-0.6037292298,-1.0267087872,5.6355191063,1.6348818648,-3.0888207431,-2.8367149712,0,0
-3.6642428583,1.8669410148,0.7599048954,-0.58541932,1.6252897677,-0.04178987,0,0
-3.555093716,-0.1950714416,1.393626366,1.0131742166,-2.9532971859,-2.96084358,0,0
1.7922280403,-0.9895511483,3.4377722968,0.7911753857,-2.6505226659,2.1246025819,0,0
1.8166082291,0.1156850141,3.4527837377,0.8217850816,-0.6792900283,-0.7624547194,0,0
-0.3618548318,-0.0017851746,8.8284584272,-1.9879967626,-2.6277734318,-2.2782552082,0,0
2.7596471814,-0.1793502029,8.2274435667,1.5793580073,-1.3130130723,1.9028340779,0,0
4.6022558521,1.1724830055,8.9110236423,0.1546420352,2.0509535301,0.0275760335,0,0
-3.0324687408,0.8016807188,7.5157048429,0.525046662,0.3524667436,2.495551972,0,0
-0.5755867267,-1.1699662868,5.2702289279,1.1254838591,-1.3722577178,0.9131076051,0,0
1.8917505883,-1.7878281887,3.0668681787,-1.9751935616,1.6228100081,-2.4381475895,0,0
1.9093743268,-1.9078449388,3.7896302341,1.8473011923,-0.7322423975,2.7236301594,0,0
1.2406367299,-1.7163137314,2.3527941311,-1.1325090833,-0.2193597377,2.7796995027,0,0
-1.112517428,-0.0373587754,0.5363627046,1.5034765231,-1.2650772043,-1.1577160084,0,0
-4.7554501206,-1.5855982626,9.4488779895,-1.9146396318,-2.3733396715,-1.6945742091,0,0
-1.0149315898,-0.8102410359,2.6646835967,-1.8597639833,-0.7393978831,-0.8502694319,0,0
4.1471223946,-1.2518776382,2.7400615151,-1.2284250993,0.1752492339,2.5077376247,0,0
-4.3953308727,1.0670165319,8.7238324894,-1.8138565738,-0.4234808745,-0.6790917836,0,0
3.3460948942,-0.0825081678,8.154418585,1.861831612,-1.3900986451,-1.3964262497,0,0
-4.5415334996,0.00576655,2.973615441,-0.0413823395,0.6517020485,-1.5463961286,0,0
-0.3085632081,-1.9987821684,3.320175516,0.1615797027,-1.4827559901,2.2074211118,0,0
-2.8380001614,0.7396761889,6.2209373311,1.3982363679,2.5490013329,0.9510142886,0,0
-3.5060400458,-0.4169863885,3.5561640614,1.1726415771,2.2511129704,-2.6872461735,0,0
0.6362968891,1.7071968885,8.7942718377,-1.5747484191,-0.9078082634,2.8501388246,0,0
-0.4060312457,1.4471131108,9.6108590275,0.2076543691,-1.5305726943,2.2645724727,0,0
-1.1819734917,0.8343348063,5.0422135384,-1.7365873617,2.6916529913,-0.5371411643,0,0
3.2772814547,1.4164792917,2.4042966888,0.2913452987,1.4150126639,-0.8358759245,0,0
1.1528274016,-1.4902447287,4.8881774742,1.6690717037,3.0800416471,-0.390761599,0,0
-3.9129340181,0.788246287,7.8789733424,-1.9418369607,-0.6472169061,-0.6327085931,0,0
-4.1319346358,1.8410989425,1.6269108368,1.8662970115,1.7583620352,-1.9469743909,0,0
-2.7091128895,-0.5643464276,4.0920261242,-0.0883056473,1.3496006015,2.042430526,0,0
4.7191850626,-0.6592595189,2.4323584615,-1.6043648913,-1.3010040224,-2.1196008727,0,0
-2.1920392647,0.1214536769,9.2277794852,-1.7112093045,-2.7838873441,-3.0171448762,0,0
-1.602797368,1.9909017837,2.7955333472,1.0322102718,1.9760947816,3.0985937431,0,0
1.5382576236,1.5996400347,5.950088084,-1.5035273867,-0.3572755956,0.6269342096,0,0
2.5895512649,-1.5307791287,9.7566756129,-0.2738258374,-2.8327303696,0.2658047059,0,0
-1.7848154688,0.9267884435,1.4583876726,-1.3880820667,-1.4518013994,1.6453918578,0,0
-3.6869510515,0.4493615892,5.9405117406,-1.3394665756,1.1157587449,2.4054088531,0,0
-3.8416464862,0.5616016712,4.2112115036,1.024796395,-1.4848579781,2.7708766837,0,0
2.854652558,-1.3240369785,2.6930403195,1.6755617855,-2.9674682247,-1.4071290397,0,0
-4.0522080919,0.7991350349,1.5361966152,-1.3149768683,-1.9333846512,-0.9887711554,0,0
4.8846193374,1.4802743565,4.0375006316,1.4015591725,0.8026606639,2.7418907532,0,0
-1.634043736,0.6467564434,4.01579578,0.7342945116,2.4566556177,1.3293012241,0,0
4.1584218548,-0.5491402486,5.6098868478,-1.3567938289,-2.0078448134,3.0537375498,0,0
-0.0542979069,-0.4455341829,7.5069946893,1.3099459366,2.3163557876,-0.2453775527,0,0
-0.6585050525,-0.464130909,2.4998589909,-0.1052043552,0.1506197693,1.6183567894,0,0
3.5470590525,-0.4029594305,8.6086309148,0.6271269394,2.9576677183,-2.5447037488,0,0
-1.3616792856,1.8838146974,2.5635211168,-1.4688611207,-2.7404157547,2.7909691942,0,0
-0.8484423488,-1.036706168,1.8071514827,-1.792829575,-2.1889871302,1.7581013773,0,0
-2.8503723432,-1.8753688455,3.4719433296,-0.2978120389,0.8327896059,-1.9181665383,0,0
1.6387861794,0.8868850856,4.1046593742,0.8266832168,-2.0082478482,2.1274752834,0,0
4.2655074832,-1.1192590316,5.465011048,0.7442967101,-1.0600269993,2.7929975219,0,0
-4.2368536506,1.109251479,7.556024113,1.4550338845,-0.3432795772,0.4804855716,0,0
3.1743544118,0.5982597196,9.1788757948,0.224323054,-2.0377716283,0.979468192,0,0
2.5852093639,-1.2573906165,7.0102168764,0.7851798731,-0.3237389237,-1.3086428989,0,0
-2.0422073121,0.9635513957,4.9515929971,1.2743176886,1.7252717316,2.3406523472,0,0
-3.4164480787,-0.9916062162,0.7239146087,0.2766657712,-3.0176663125,-2.3682790418,0,0
2.2378034701,-1.1925011874,5.8018901507,1.2928416756,-2.2660583552,-0.5823306035,0,0
2.1933558104,1.2855937633,3.6887008994,-0.0320343037,-1.6991465853,0.8053082796,0,0
-2.0310469727,0.544747141,1.8471008882,1.2493945744,2.229900499,-1.3654343118,0,0
0.3804918184,-1.2273283739,1.3958453523,0.3895310333,-3.0935847291,2.9659048495,0,0
-1.2687160522,1.9732069306,1.176811026,0.5459846206,1.5902171091,0.3248367614,0,0
2.2663103772,0.3508441289,2.0711771196,-0.7645314563,2.7522893655,2.9220098607,0,0
1.9138280491,-0.450591764,4.1042377379,-1.6038584978,2.5055192489,-2.7863067329,0,0
1.4453505628,0.4850331268,5.62803545,-1.5367266689,-3.0973289171,0.0198435771,0,0
2.5214766177,1.0434877465,1.89465039,-1.349163945,0.8659758535,-0.9371125368,0,0
-1.127584862,-0.2599446767,5.7626880835,1.8282093546,1.1079132591,0.4559230805,0,0
-4.6297934221,0.9907831977,7.4731424503,1.4416982954,-1.912315314,-0.309286051,0,0
-2.1295773157,0.7892543207,0.6103308666,-0.2268732541,0.6381254216,1.4846876473,0,0
-1.5031141225,1.3723555442,6.307848364,-1.9806059053,-1.7700951182,-0.68299611,0,0
1.6018183422,0.8291254631,4.9291785873,-1.6098341582,1.3408843122,1.7682007269,0,0
-2.2098934121,0.0552721974,3.5111430839,1.6068598955,0.9341243122,-2.7218738875,0,0
-4.2604021566,0.4262868407,4.3331656313,1.2229070265,-2.9218474588,1.1026240357,0,0
0.7517587882,1.8489414585,9.830773321,0.3791734717,2.8510021469,-0.148081158,0,0
0.7908770896,-1.3195893624,5.0255264136,1.0895842022,-2.5320893092,-1.8036556701,0,0
-0.1761449515,-1.3011569204,0.9482621948,0.8745687404,0.9875788495,1.9443545898,0,0
1.035461673,-1.8135115202,2.5649419318,1.2075470209,-2.6175880857,1.8259272662,0,0
-1.6914849859,1.621359957,2.7156623464,0.2136660072,-1.8889637253,-2.3854955985,0,0
0.099919602,1.1713394212,5.44012603,-0.5259089918,2.153865191,0.1997016659,0,0
-3.1507168692,1.7347229914,4.2497559854,-1.1610421307,0.6022400893,-2.5136459909,0,0
3.6297691538,-0.0683970084,4.3777424857,-1.0307990103,0.0695885707,2.6627591976,0,0
3.3369156011,-0.6021404629,2.6270188665,-1.0375136597,-3.0382131414,2.6443895184,0,0
1.0824489026,-1.834041466,2.7557703508,-1.7461035027,-1.3795632229,-2.6721770941,0,0
2.0301927755,0.3342226859,3.8628945078,-1.7114246297,1.3687490936,-0.9449032062,0,0
-4.9782720026,-0.5476048731,4.8575221993,-1.6161957079,-2.5574780189,-0.4644065181,0,0
-3.3452553156,0.8607406654,4.7520608296,0.5904927059,-0.3097677581,0.1252676678,0,0
-4.0707171969,1.5710844408,4.7489339912,0.8917649048,-0.537667867,-0.3877487564,0,0
1.3146235296,1.6742711669,5.209030729,-1.7806678331,1.2760204668,0.0187580911,0,0
3.8370228992,1.2197105975,3.6460257782,1.098290213,2.5145854538,3.1094394126,0,0
1.7088779013,-1.6807716881,5.4393841551,1.6345881671,-1.9198565354,1.71314645,0,0
-2.9157256567,-1.5288856519,4.9200426008,1.3262845055,-2.0867634173,1.0663871657,0,0
-0.5026239384,0.3625898322,9.4816798043,-1.6541733889,1.7967991279,0.6968854059,0,0
4.3745355842,-0.1527226515,9.0167320989,-1.2273920033,-2.6079871616,-0.4933774232,0,0
1.8225893512,-0.5073582919,5.7772200765,-0.7577195585,1.0542404792,1.6180351888,0,0
4.0514437246,1.3446580539,7.7618997816,-1.1968501233,0.8945961195,-1.1675803769,0,0
2.6775293976,-0.1107444184,1.6648218219,-0.3641033074,-0.26338446,0.4563989452,0,0
-4.2615029168,1.7096329428,8.5807087794,0.9374632561,1.5142557344,-0.5389250193,0,0
3.8991660654,-1.0814467372,4.08387126,-0.7538677149,-0.4024359902,-1.684459028,0,0
4.0616107529,1.1769827061,1.9940333651,1.1864232667,1.2467280771,1.7397923088,0,0
3.9033404777,-0.2649961897,8.1894436581,0.1423600547,-3.0056406377,0.5903175818,0,0
-1.9761304394,-0.2942089584,3.7263061647,1.5201037737,1.9370978219,-0.7741648994,0,0
0.153574832,-0.6644692556,7.6695763685,-1.1955709817,-0.092092602,-1.9571911786,0,0
0.1672380396,-0.3600287953,2.3661127257,1.1956658467,-2.1748638255,-0.9631303961,0,0
-4.8821900056,1.7271223942,2.1898144937,-0.2210664639,-0.7032206205,2.762482283,0,0
4.4515329058,0.467522447,0.5236572427,-1.3034903336,-2.4112483436,-3.040609175,0,0
2.2625842423,-0.8512221324,2.6430736152,-1.1025807869,0.0345062769,-0.2045864925,0,0
3.8200688152,0.9194596897,6.9021199554,1.0460642798,0.6093983489,-0.8281424831,0,0
1.5784809512,0.9329659784,6.2641324954,-1.5434453586,2.4025960658,-0.9555155149,0,0
0.5338188035,-0.0395377848,1.5725542062,0.3499242078,0.5389778214,-1.7644163897,0,0
-4.0417965108,-0.4537148649,4.4491885591,-1.0945390557,-0.5458314495,2.608027705,0,0
1.8589168034,-0.0623041398,9.7344657707,0.4260326927,2.7057530876,-2.381352805,0,0
-3.2473890653,-0.9672770295,5.3889706054,0.3352364847,2.5094772005,-0.4731729947,0,0
-0.5259910115,-0.4679214334,9.8670118952,-1.530198559,-1.9548616494,-2.01759495,0,0
4.9213082847,-1.82665147,2.2051954451,-0.5629920745,1.3732838445,-2.2473016329,0,0
-2.4565797561,-0.4754993017,6.7204452415,-1.2493652834,-2.1974768815,0.4478037186,0,0
-3.9760527216,-1.0815862221,4.7512832678,1.6178893863,-1.5144545447,2.0936239918,0,0
-4.69469872,-0.2999109171,7.6869347869,-0.4739208809,1.7865492042,1.496519068,0,0
1.0504106937,1.0132333939,2.6935860001,1.1178952868,1.9887563185,2.7623276517,0,0
-4.7395420172,0.767142715,2.7501976673,1.9704967873,3.0825765296,-1.2721216585,0,0
-4.7441132678,-1.0856955882,3.6535126115,0.8423483932,-1.2509941796,2.6100547177,0,0
-3.1270898464,-1.6381189419,6.756582623,0.5802258872,0.389639964,-1.4980196922,0,0
0.5426286685,-1.259008114,4.9859272524,1.1016273459,1.0277982307,-0.582274747,0,0
-4.8908908304,-0.7482565373,8.2340349806,1.8697160767,-0.5688796809,-0.010896748,0,0
0.8205644438,1.7228012399,8.23703122,-1.6573040947,2.6983604832,2.5924318952,0,0
-2.1765720241,-1.7640747009,4.6796511523,-0.9067969748,0.6942006742,1.9322792768,0,0
-2.6434798789,0.355936138,5.8934722233,-0.4237178022,-2.1723535161,-1.8272563362,0,0
-2.7443507134,0.233958622,2.1718403785,-1.6054092384,2.4567678031,2.727046921,0,0
1.7412120141,-1.1295355205,9.6979524964,-1.3213213324,-2.8925304777,-1.7846652116,0,0
0.6017996119,1.0998772449,9.0772244188,1.0700016759,0.9839522027,2.6260723563,0,0
-3.7177668633,0.2535322113,3.9710443928,-0.6805300432,-1.5016947081,1.2783284732,0,0
3.2241060394,1.402377018,9.1390372882,1.2416497256,3.0485134465,-0.1459145511,0,0
4.7675105001,1.175997926,3.4952107558,-0.5243037545,-0.9838335019,3.0536902796,0,0
2.5637811727,1.3979708622,8.8860174944,1.9979083496,-1.3315676321,-3.1381110179,0,0
4.165248114,-1.9767760656,3.0693734913,-0.6622330794,1.2513511728,-0.1122902369,0,0
3.2223595189,-1.2804532808,3.2002982888,-0.7610104937,-0.555741634,2.0143854911,0,0
4.0380841939,0.9762405379,5.8946127349,0.7304549669,-2.9004731902,-2.6188367548,0,0
-3.7765269294,0.239274958,1.7712592502,-1.3048392956,2.1682947069,0.8804655974,0,0
1.8826412954,-0.358247994,6.2061258447,-1.3360669268,0.3100314377,-0.6602325372,0,0
1.5346975688,-0.9767212099,4.752436691,-0.7660616039,0.0275567237,-2.6699994388,0,0
-3.1015722989,-0.2292264292,7.3484952642,1.048621587,-2.9722990058,1.7790273823,0,0
2.1788327362,1.8325696667,5.9117553729,-1.0916878734,2.455335216,-1.2006628675,0,0
-4.3386875289,1.4544766956,6.0772802883,-0.1494068808,-1.5894303103,0.3413547676,0,0
-0.2336708784,0.2532766703,4.4017676567,-1.560967708,0.1167298082,-0.288180717,0,0
1.3824459899,1.935746907,3.7479760152,-0.52294419,2.0980043628,1.4423003832,0,0
2.9412845274,-0.1210237244,2.0863871935,-0.6871281909,0.7920266661,-1.2906551256,0,0
0.5589076614,-1.7591652786,6.1882273355,-1.1991353074,2.2084193574,-1.4900452229,0,0
1.5146902907,-0.9892107552,5.7050262475,-0.6354566074,-1.2368145145,0.5014354641,0,0
0.1284938429,-1.7550953142,3.7919317027,1.6050807395,-0.6907206339,2.2508939933,0,0
-4.5721469137,-0.5657129499,6.244213818,-1.6618681037,-2.5705591497,0.6929612985,0,0
-3.311773618,0.6198153066,7.3276260185,-1.3944346181,1.1087613707,-0.1820835302,0,0
1.1831968392,0.5179757003,9.394801326,1.621169157,-1.0392886447,-0.3438149325,0,0
1.1978220108,1.8757405135,7.8658741089,0.0604686987,-1.9403144453,-0.5813844219,0,0
-0.343208347,-0.8141964175,7.1160340105,-1.8804595914,-0.5198984106,-0.6707927006,0,0
-3.0406929948,-0.7745436631,9.5242103876,0.531395625,-1.2736102384,2.3847519959,0,0
-4.9487639355,1.9652345342,4.4905375207,-1.0098146536,-0.5186573212,-2.5311714778,0,0
-0.1861387101,-1.9551293874,8.7667923318,0.3986818437,-1.476580081,-1.8005846209,0,0
-2.2163919681,0.6934907808,2.3197322229,1.549256914,2.9367132009,-1.3429172807,0,0
-2.6755450205,1.3516706158,5.4847230534,1.3922018686,-1.9790783489,-1.2179036025,0,0
-0.0700238779,-1.1890185306,1.7322930679,1.1579393162,-1.9092424761,2.2918101575,0,0
-4.9488716982,0.4396236032,6.2711549503,0.2023375282,-3.0472768503,-0.960056584,0,0
-4.5895712843,0.7033405348,4.7023623975,-0.3569010451,-2.8072518095,2.3695340752,0,0
0.3388575167,-1.6332700863,4.703540243,-0.9219834159,-2.4639573873,0.2405789854,0,0
3.6315662687,1.8789103449,8.9332326842,1.9940790286,2.1134913555,-0.4551378331,0,0
-4.7447334382,-0.0642358023,9.4270221142,1.6057555247,-1.5361066591,-2.4309289747,0,0
-1.5409071885,1.2482950165,2.8241197529,-0.5087247805,-2.3982359659,-3.0181180934,0,0
0.0993227393,-0.699983116,6.1950958693,0.0648723182,1.8503373026,-2.7918336432,0,0
-4.2890841855,0.8572844833,4.1954720888,1.4339681883,-0.0988550601,-2.7928296796,0,0
0.5707649131,-0.9531896866,3.2393541591,0.4353516695,-2.5119744281,-2.9987117456,0,0
1.5125831175,1.4541794943,1.6260412119,1.0022362666,0.4780734777,-0.3973048084,0,0
-3.194988005,0.8221774694,8.625238645,1.9987961023,1.9533279662,-0.2002349185,0,0
1.6228870347,0.4588232874,5.4101239073,1.8811917525,-2.380631135,-1.6537096478,0,0
2.5883403773,-1.786019372,2.0997722837,0.2758396315,-1.3366176836,0.2056499463,0,0
1.6531674006,0.2828583458,7.8423380928,-1.4380410749,2.9440996014,-0.9403705902,0,0
-0.1194066425,0.9773467574,3.270124795,0.5468730198,-1.2515410152,3.0081703626,0,0
-1.7199642584,0.9678016852,5.3567945987,-1.6129774412,2.0916863314,2.9500014929,0,0
-1.5595448288,1.9273197095,6.14621514,-0.6597992173,2.7325451217,0.8322691057,0,0
2.4950797802,-1.7429134845,9.8619223097,1.1204982762,-2.6352432364,-0.8004513861,0,0
-1.1060031806,0.0882197217,4.8864774019,1.8335749867,2.1293132939,1.4303185876,0,0
2.7567407968,1.4781169017,5.0139648797,1.0525025811,0.0455104911,-1.7283677044,0,0
3.156578405,-0.2533682988,3.9156772991,-1.2606295763,0.8111332732,2.1353106625,0,0
0.6739749912,-0.7875550912,8.5942205688,1.4026365734,-3.0100028426,2.2406491477,0,0
-3.4215487874,-1.4194628633,5.6252135153,0.1089258132,-0.5912102894,1.8237850382,0,0
1.3811532545,0.9850972894,2.0255568774,-0.3480820083,1.5584007902,2.3025510561,0,0
3.1094002235,0.3154646335,9.6072255058,-1.6297859554,-1.9720923281,1.951682029,0,0
1.0847152675,1.0110386366,2.1408877598,1.1234702275,-0.35088493,0.4454674536,0,0
-4.7843711557,1.0822662594,8.4807171124,-0.1687526065,-0.0424727569,2.9321914525,0,0
1.9065953765,1.8172393294,4.3333865693,-0.6295566093,-0.7131444282,-2.0960925232,0,0
4.0995294713,0.9215106216,6.8787431499,1.8436747025,-1.9212281299,2.9554399331,0,0
-1.1358451473,-0.7597008433,2.4658484863,-1.5210883912,-3.0022959696,-1.9449090961,0,0
-2.6307889529,-0.2691873978,4.7823413931,-0.9190620787,-0.2819390711,-2.4066385788,0,0
3.1747487996,0.1755225166,1.4635743845,0.3845941748,2.2432510681,-0.4032826439,0,0
2.4168885018,-0.9816044517,9.5244050377,-0.1285622153,-2.9655657617,-2.3931931769,0,0
-0.3796277298,-0.191401997,9.5740055518,1.6264239093,2.7534334779,-2.9497609367,0,0
-0.959818375,-1.9555089861,5.4355184663,0.1590024772,2.0400040786,-0.4579510879,0,0
3.8027469548,0.0846877981,9.998077831,1.7783598973,-2.6832404877,-1.8664093952,0,0
-2.9274024062,0.0054732754,0.2455737942,1.7789214589,-2.0345387714,-1.5961696485,0,0
4.0761935608,1.5025745464,5.4492962932,-0.7275076925,2.7445413938,2.80800054,0,0
0.6313456245,1.6768334724,8.9680687988,-0.6411100791,-2.679530251,-2.9509420995,0,0
3.7566448346,0.6200212456,1.0368205714,0.8746640652,3.1096794283,0.4201718287,0,0
2.1494625536,-1.9938778765,9.5915965528,-0.716103147,-1.3706629172,1.9731402048,0,0
2.7472304688,-1.6175027216,8.7513638682,1.2376443616,-0.656210785,0.8216399868,0,0
-3.0884694601,-0.9928393656,6.6041268708,0.3613080789,2.4596429156,-0.8736082749,0,0
-1.5016521401,0.7056152228,1.6792755685,1.429471418,1.2928777567,1.3556514187,0,0
-1.3943552623,0.8088810562,3.5502600105,1.8320625005,2.9556526957,0.0567376561,0,0
3.4255584463,-1.2396398557,9.4021331918,-1.0760781615,0.3781512297,-1.40361046,0,0
-4.4796166606,-0.6111169845,3.2659434502,-1.2380302621,1.1599541009,-2.1224506809,0,0
2.4788144055,1.8558138708,4.277684632,0.9530953738,2.5012775614,1.4618663764,0,0
1.1107836228,-1.7190103133,5.0676243319,1.4105061457,-1.16452487,1.5725332683,0,0
0.7456895717,-1.9402028024,5.9763657875,0.3897026891,-1.0449774594,-1.5316029106,0,0
-2.0754667186,1.291748218,5.5210280289,0.2080992974,-0.2067695646,-0.7934597867,0,0
-0.0570686099,0.2532563936,7.8751456212,-1.2102671696,-1.170742306,2.3185316922,0,0
3.8027426643,-1.6408258901,8.654832131,1.4425076603,-2.5990066252,-0.8711352088,0,0
-3.3370829224,1.8454695667,3.2455463367,1.0248198729,2.7833910506,-2.6534327269,0,0
1.4507792444,1.3949479779,6.9140320057,-0.1498713539,-0.7282321394,-2.2665182756,0,0
4.3426124998,1.4329672337,1.3526365835,-0.341776777,-2.0127115523,-3.0398198269,0,0
4.7842028431,-1.8679631101,8.1311460721,-1.6248996885,-2.4992463031,1.8654773183,0,0
4.454787561,-0.8911838171,7.9735971242,0.0829322137,2.6931883313,2.2205409734,0,0
-4.9264964846,0.2185824707,4.3955208435,-1.196796635,-1.4219540262,-1.8834480825,0,0
-3.239827667,-0.4211681302,3.0635591896,0.5598517604,1.3697346709,-1.1784400046,0,0
-2.72567487,0.7046674777,9.510931838,0.3553540177,-0.6286004362,0.4844479465,0,0
